text,intent,sentiment
I am very disappointed. I want to report long waiting time regarding family plan support in UK.,Complaint,Negative
I am satisfied with the service. I was incorrectly billed $200 for my 5G service in South Africa via customer support.,Billing,Positive
Please provide details. I was overcharged $120 for my 5G service in France via live chat.,Billing,Neutral
I am unhappy with the service. I requested a refund of $200 for my 5G service purchased in India.,Refund,Negative
I am extremely frustrated. I was tax miscalculated $50 for my SIM card in Germany via mobile app.,Billing,Negative
Thank you for your assistance. I am experiencing connection drops with my WiFi extender in US.,Technical,Positive
This situation is frustrating. I was overcharged $30 for my router in Australia via mobile app.,Billing,Negative
Thanks for the quick support. I am experiencing DNS error with my 5G service in Germany.,Technical,Positive
I am very disappointed. I requested a refund of $150 for my broadband purchased in France.,Refund,Negative
Thanks for the quick support. I am experiencing network outage with my mobile plan in UAE.,Technical,Positive
This situation is frustrating. I am experiencing network outage with my WiFi extender in Australia.,Technical,Negative
This situation is frustrating. I am experiencing connection drops with my mobile plan in Singapore.,Technical,Negative
I appreciate your help. I was charged twice $50 for my 5G service in UAE via call center.,Billing,Positive
I am very disappointed. I would like information about pricing details and premium support for the 5G service.,Product Inquiry,Negative
This is unacceptable. I would like information about data limits and data rollover for the data pack.,Product Inquiry,Negative
Thanks for the quick support. I want to report rude behavior regarding router support in Australia.,Complaint,Positive
Thank you for your assistance. I would like information about pricing details and cloud storage for the data pack.,Product Inquiry,Positive
I am unhappy with the service. I am experiencing network outage with my data pack in South Africa.,Technical,Negative
Kindly assist me. I am experiencing slow internet with my family plan in US.,Technical,Neutral
Kindly assist me. I requested a refund of $30 for my SIM card purchased in US.,Refund,Neutral
Could you help me? I am experiencing connection drops with my broadband in Canada.,Technical,Neutral
I need some information. I want to report poor service regarding SIM card support in US.,Complaint,Neutral
This is unacceptable. I requested a refund of $50 for my router purchased in Australia.,Refund,Negative
Please provide details. I was charged twice $10 for my WiFi extender in India via call center.,Billing,Neutral
Thanks for the quick support. I requested a refund of $20 for my WiFi extender purchased in US.,Refund,Positive
I am unhappy with the service. I want to report lack of transparency regarding 5G service support in US.,Complaint,Negative
Glad this was resolved. I am experiencing unstable connection with my router in Germany.,Technical,Positive
I need some information. I requested a refund of $30 for my mobile plan purchased in Singapore.,Refund,Neutral
Could you help me? I was overcharged $40 for my fiber connection in Canada via email support.,Billing,Neutral
I need some information. I am experiencing router malfunction with my mobile plan in France.,Technical,Neutral
Glad this was resolved. I am experiencing DNS error with my international roaming in US.,Technical,Positive
I appreciate your help. I want to report rude behavior regarding SIM card support in Germany.,Complaint,Positive
Could you help me? I would like information about international coverage and premium support for the mobile plan.,Product Inquiry,Neutral
